nDateTime	Stress
2006-09-02	0.09090909090909091
2006-09-03	0.0
2006-09-04	0.0
2006-09-05	0.18181818181818182
2006-09-06	0.0
2006-09-07	0.0
2006-09-08	0.0
2006-09-09	0.0
2006-09-10	0.0
2006-09-11	0.0
2006-09-12	0.09090909090909091
2006-09-13	0.09090909090909091
2006-09-14	0.0
2006-09-15	0.18181818181818182
2006-09-16	0.0
2006-09-17	0.0
2006-09-18	0.09090909090909091
2006-09-19	0.6363636363636364
2006-09-20	0.18181818181818182
2006-09-21	0.45454545454545453
2006-09-22	0.45454545454545453
2006-09-23	0.0
2006-09-24	0.0
2006-09-25	0.18181818181818182
2006-09-26	0.18181818181818182
2006-09-27	0.0
2006-09-28	0.09090909090909091
2006-09-29	1.0
2006-09-30	0.0
2006-10-01	0.07692307692307693
2006-10-02	0.15384615384615385
2006-10-03	0.07692307692307693
2006-10-04	0.38461538461538464
2006-10-05	0.38461538461538464
2006-10-06	0.07692307692307693
2006-10-07	0.0
2006-10-08	0.23076923076923078
2006-10-09	1.0
2006-10-10	0.15384615384615385
2006-10-11	0.46153846153846156
2006-10-12	0.5384615384615384
2006-10-13	0.0
2006-10-14	0.0
2006-10-15	0.0
2006-10-16	0.46153846153846156
2006-10-17	0.46153846153846156
2006-10-18	0.0
2006-10-19	0.0
2006-10-20	0.23076923076923078
2006-10-21	0.0
2006-10-22	0.0
2006-10-23	0.6153846153846154
2006-10-24	0.15384615384615385
2006-10-25	0.46153846153846156
2006-10-26	0.23076923076923078
2006-10-27	0.3076923076923077
2006-10-28	0.0
2006-10-29	0.0
2006-10-30	0.0
2006-10-31	0.23076923076923078
2006-11-01	0.0
2006-11-02	0.0
2006-11-03	0.23076923076923078
2006-11-04	0.15384615384615385
2006-11-05	0.15384615384615385
2006-11-06	0.0
2006-11-07	0.23076923076923078
2006-11-08	0.0
2006-11-09	0.15384615384615385
2006-11-10	0.3076923076923077
2006-11-11	0.15384615384615385
2006-11-12	0.0
2006-11-13	0.0
2006-11-14	0.3076923076923077
2006-11-15	0.23076923076923078
2006-11-16	0.3076923076923077
2006-11-17	0.07692307692307693
2006-11-18	0.0
2006-11-19	0.0
2006-11-20	0.15384615384615385
2006-11-21	0.0
2006-11-22	0.15384615384615385
2006-11-23	0.07692307692307693
2006-11-24	0.0
2006-11-25	0.0
2006-11-26	0.0
2006-11-27	0.23076923076923078
2006-11-28	0.3076923076923077
2006-11-29	0.6153846153846154
2006-11-30	0.23076923076923078
2006-12-01	0.0
2006-12-02	0.0
2006-12-03	0.0
2006-12-04	0.0
2006-12-05	0.6153846153846154
2006-12-06	0.38461538461538464
2006-12-07	0.23076923076923078
2006-12-08	0.0
2006-12-09	0.0
2006-12-10	0.0
2006-12-11	0.07692307692307693
2006-12-12	0.0
2006-12-13	0.0
2006-12-14	0.0
2006-12-15	0.23076923076923078
2006-12-16	0.0
2006-12-17	0.0
2006-12-18	0.0
2006-12-19	0.0
2006-12-20	0.0
2006-12-21	0.0
2006-12-22	0.0
2006-12-23	0.0
2006-12-24	0.0
2006-12-25	0.0
2006-12-26	0.0
2006-12-27	0.0
2006-12-28	0.0
2006-12-29	0.0
2006-12-30	0.0
2006-12-31	0.0
2007-01-01	0.0
2007-01-02	0.0
2007-01-03	0.3076923076923077
2007-01-04	0.0
2007-01-05	0.23076923076923078
2007-01-06	0.0
2007-01-07	0.23076923076923078
2007-01-08	1.0
2007-01-09	0.13333333333333333
2007-01-10	0.26666666666666666
2007-01-11	0.26666666666666666
2007-01-12	0.13333333333333333
2007-01-13	0.0
2007-01-14	0.0
2007-01-15	0.26666666666666666
2007-01-16	0.06666666666666667
2007-01-17	0.26666666666666666
2007-01-18	0.0
2007-01-19	0.26666666666666666
2007-01-20	0.06666666666666667
2007-01-21	0.4666666666666667
2007-01-22	0.26666666666666666
2007-01-23	0.3333333333333333
2007-01-24	0.3333333333333333
2007-01-25	0.06666666666666667
2007-01-26	0.6666666666666666
2007-01-27	0.2
2007-01-28	0.3333333333333333
2007-01-29	0.26666666666666666
2007-01-30	0.26666666666666666
2007-01-31	1.0
2007-02-01	1.0
2007-02-02	0.4230769230769231
2007-02-03	0.0
2007-02-04	0.15384615384615385
2007-02-05	0.38461538461538464
2007-02-06	0.2692307692307692
2007-02-07	0.0
2007-02-08	0.11538461538461539
2007-02-09	0.0
2007-02-10	0.0
2007-02-11	0.6538461538461539
2007-02-12	0.11538461538461539
2007-02-13	0.07692307692307693
2007-02-14	0.0
2007-02-15	0.0
2007-02-16	0.0
2007-02-17	0.0
2007-02-18	0.0
2007-02-19	0.07692307692307693
2007-02-20	0.0
2007-02-21	0.0
2007-02-22	0.15384615384615385
2007-02-23	0.038461538461538464
2007-02-24	0.0
2007-02-25	0.0
2007-02-26	0.038461538461538464
2007-02-27	0.0
2007-02-28	0.11538461538461539
2007-03-01	0.0
2007-03-02	1.0
2007-03-03	0.0
2007-03-04	0.0
2007-03-05	0.0
2007-03-06	0.13333333333333333
2007-03-07	0.23333333333333334
2007-03-08	0.5333333333333333
2007-03-09	0.06666666666666667
2007-03-10	0.0
2007-03-11	0.0
2007-03-12	0.13333333333333333
2007-03-13	0.3333333333333333
2007-03-14	0.13333333333333333
2007-03-15	0.13333333333333333
2007-03-16	0.13333333333333333
2007-03-17	0.06666666666666667
2007-03-18	0.0
2007-03-19	0.0
2007-03-20	0.16666666666666666
2007-03-21	0.0
2007-03-22	0.03333333333333333
2007-03-23	0.0
2007-03-24	0.0
2007-03-25	0.0
2007-03-26	0.1
2007-03-27	0.1
2007-03-28	0.0
2007-03-29	0.0
2007-03-30	0.1
2007-03-31	0.0
2007-04-01	0.06666666666666667
2007-04-02	0.4666666666666667
2007-04-03	0.03333333333333333
2007-04-04	0.0
2007-04-05	0.03333333333333333
2007-04-06	0.0
2007-04-07	0.0
2007-04-08	0.0
2007-04-09	0.13333333333333333
2007-04-10	0.0
2007-04-11	0.1
2007-04-12	0.03333333333333333
2007-04-13	0.0
2007-04-14	0.0
2007-04-15	0.0
2007-04-16	0.1
2007-04-17	0.0
2007-04-18	0.0
2007-04-19	0.0
2007-04-20	0.03333333333333333
2007-04-21	0.0
2007-04-22	0.0
2007-04-23	0.06666666666666667
2007-04-24	0.26666666666666666
2007-04-25	0.6
2007-04-26	0.13333333333333333
2007-04-27	0.03333333333333333
2007-04-28	0.0
2007-04-29	0.0
2007-04-30	0.03333333333333333
2007-05-01	0.0
2007-05-02	0.0
2007-05-03	0.06666666666666667
2007-05-04	0.23333333333333334
2007-05-05	0.0
2007-05-06	0.0
2007-05-07	0.0
2007-05-08	0.0
2007-05-09	0.0
2007-05-10	0.06666666666666667
2007-05-11	0.26666666666666666
2007-05-12	0.03333333333333333
2007-05-13	0.03333333333333333
2007-05-14	0.0
2007-05-15	0.4
2007-05-16	0.0
2007-05-17	0.0
2007-05-18	0.0
2007-05-19	0.0
2007-05-20	0.0
2007-05-21	0.23333333333333334
2007-05-22	0.03333333333333333
2007-05-23	0.13333333333333333
2007-05-24	0.0
2007-05-25	0.03333333333333333
2007-05-26	0.0
2007-05-27	0.0
2007-05-28	0.0
2007-05-29	0.0
2007-05-30	0.06666666666666667
2007-05-31	0.0
2007-06-01	0.0
2007-06-02	0.0
2007-06-03	0.0
2007-06-04	0.03333333333333333
2007-06-05	0.0
2007-06-06	0.0
2007-06-07	0.0
2007-06-08	0.03333333333333333
2007-06-09	0.0
2007-06-10	0.0
2007-06-11	0.0
2007-06-12	0.26666666666666666
2007-06-13	0.0
2007-06-14	0.0
2007-06-15	0.06666666666666667
2007-06-16	0.0
2007-06-17	0.0
2007-06-18	0.06666666666666667
2007-06-19	0.26666666666666666
2007-06-20	0.13333333333333333
2007-06-21	0.0
2007-06-22	0.16666666666666666
2007-06-23	0.0
2007-06-24	0.0
2007-06-25	0.2
2007-06-26	0.0
2007-06-27	0.0
2007-06-28	0.06666666666666667
2007-06-29	0.1
2007-06-30	0.0
2007-07-01	0.0
2007-07-02	0.1
2007-07-03	0.0
2007-07-04	0.0
2007-07-05	0.0
2007-07-06	0.0
2007-07-07	0.0
2007-07-08	0.0
2007-07-09	0.13333333333333333
2007-07-10	0.16666666666666666
2007-07-11	0.2
2007-07-12	0.0
2007-07-13	0.1
2007-07-14	0.0
2007-07-15	0.0
2007-07-16	0.06666666666666667
2007-07-17	0.0
2007-07-18	0.0
2007-07-19	0.03333333333333333
2007-07-20	0.0
2007-07-21	0.0
2007-07-22	0.0
2007-07-23	0.06666666666666667
2007-07-24	0.03333333333333333
2007-07-25	0.0
2007-07-26	0.0
2007-07-27	0.06666666666666667
2007-07-28	0.0
2007-07-29	0.03333333333333333
2007-07-30	0.03333333333333333
2007-07-31	0.0
2007-08-01	0.0
2007-08-02	0.03333333333333333
2007-08-03	0.0
2007-08-04	0.0
2007-08-05	0.0
2007-08-06	0.0
2007-08-07	0.3333333333333333
2007-08-08	0.06666666666666667
2007-08-09	0.2
2007-08-10	0.0
2007-08-11	0.0
2007-08-12	0.0
2007-08-13	0.03333333333333333
2007-08-14	0.0
2007-08-15	0.0
2007-08-16	0.06666666666666667
2007-08-17	0.16666666666666666
2007-08-18	0.0
2007-08-19	0.0
2007-08-20	0.3333333333333333
2007-08-21	0.3333333333333333
2007-08-22	0.2
2007-08-23	0.13333333333333333
2007-08-24	0.23333333333333334
2007-08-25	0.0
2007-08-26	0.06666666666666667
2007-08-27	0.23333333333333334
2007-08-28	0.06666666666666667
2007-08-29	0.2
2007-08-30	0.0
2007-08-31	0.0
2007-09-01	0.0
2007-09-02	0.0
2007-09-03	0.0
2007-09-04	0.13333333333333333
2007-09-05	0.1
2007-09-06	0.16666666666666666
2007-09-07	0.0
2007-09-08	0.0
2007-09-09	0.03333333333333333
2007-09-10	0.13333333333333333
2007-09-11	0.2
2007-09-12	0.23333333333333334
2007-09-13	0.2
2007-09-14	0.16666666666666666
2007-09-15	0.06666666666666667
2007-09-16	0.0
2007-09-17	0.23333333333333334
2007-09-18	0.0
2007-09-19	0.2
2007-09-20	0.2
2007-09-21	0.03333333333333333
2007-09-22	0.0
2007-09-23	0.0
2007-09-24	0.4
2007-09-25	0.1
2007-09-26	0.06666666666666667
2007-09-27	0.03333333333333333
2007-09-28	0.03333333333333333
2007-09-29	0.03333333333333333
2007-09-30	0.0
2007-10-01	0.0
2007-10-02	0.1
2007-10-03	0.06666666666666667
2007-10-04	0.03333333333333333
2007-10-05	0.0
2007-10-06	0.0
2007-10-07	0.0
2007-10-08	0.0
2007-10-09	0.16666666666666666
2007-10-10	0.06666666666666667
2007-10-11	0.06666666666666667
2007-10-12	0.3
2007-10-13	0.0
2007-10-14	0.0
2007-10-15	0.03333333333333333
2007-10-16	0.2
2007-10-17	0.1
2007-10-18	0.4666666666666667
2007-10-19	0.03333333333333333
2007-10-20	0.0
2007-10-21	0.0
2007-10-22	0.03333333333333333
2007-10-23	0.03333333333333333
2007-10-24	0.3
2007-10-25	0.0
2007-10-26	0.06666666666666667
2007-10-27	0.0
2007-10-28	0.0
2007-10-29	0.3333333333333333
2007-10-30	0.03333333333333333
2007-10-31	0.0
2007-11-01	0.13333333333333333
2007-11-02	0.0
2007-11-03	0.0
2007-11-04	0.0
2007-11-05	0.0
2007-11-06	0.0
2007-11-07	0.0
2007-11-08	0.0
2007-11-09	0.3333333333333333
2007-11-10	0.06666666666666667
2007-11-11	0.0
2007-11-12	0.1
2007-11-13	0.06666666666666667
2007-11-14	0.03333333333333333
2007-11-15	0.2
2007-11-16	0.0
2007-11-17	0.0
2007-11-18	0.0
2007-11-19	0.1
2007-11-20	0.0
2007-11-21	0.0
2007-11-22	0.0
2007-11-23	0.0
2007-11-24	0.0
2007-11-25	0.0
2007-11-26	0.3333333333333333
2007-11-27	0.16666666666666666
2007-11-28	0.06666666666666667
2007-11-29	0.06666666666666667
2007-11-30	0.0
2007-12-01	0.0
2007-12-02	0.0
2007-12-03	0.0
2007-12-04	0.26666666666666666
2007-12-05	0.2
2007-12-06	0.0
2007-12-07	0.06666666666666667
2007-12-08	0.0
2007-12-09	0.0
2007-12-10	0.13333333333333333
2007-12-11	0.1
2007-12-12	0.2
2007-12-13	0.5
2007-12-14	0.23333333333333334
2007-12-15	0.1
2007-12-16	0.0
2007-12-17	0.0
2007-12-18	0.13333333333333333
2007-12-19	0.1
2007-12-20	0.03333333333333333
2007-12-21	0.0
2007-12-22	0.0
2007-12-23	0.0
2007-12-24	0.0
2007-12-25	0.0
2007-12-26	0.0
2007-12-27	0.0
2007-12-28	0.0
2007-12-29	0.0
2007-12-30	0.06666666666666667
2007-12-31	0.1
2008-01-01	0.0
2008-01-02	0.1
2008-01-03	0.23333333333333334
2008-01-04	0.03333333333333333
2008-01-05	0.0
2008-01-06	0.06666666666666667
2008-01-07	0.3333333333333333
2008-01-08	0.2
2008-01-09	0.06666666666666667
2008-01-10	0.16666666666666666
2008-01-11	0.0
2008-01-12	0.0
2008-01-13	0.0
2008-01-14	0.03333333333333333
2008-01-15	0.36666666666666664
2008-01-16	0.26666666666666666
2008-01-17	0.03333333333333333
2008-01-18	0.3333333333333333
2008-01-19	0.0
2008-01-20	0.13333333333333333
2008-01-21	0.0
2008-01-22	0.0
2008-01-23	0.06666666666666667
2008-01-24	0.03333333333333333
2008-01-25	0.06666666666666667
2008-01-26	0.0
2008-01-27	0.0
2008-01-28	0.0
2008-01-29	0.0
2008-01-30	0.0
2008-01-31	0.06666666666666667
2008-02-01	0.06666666666666667
2008-02-02	0.0
2008-02-03	0.0
2008-02-04	0.03333333333333333
2008-02-05	0.06666666666666667
2008-02-06	0.03333333333333333
2008-02-07	0.03333333333333333
2008-02-08	0.0
2008-02-09	0.0
2008-02-10	0.0
2008-02-11	0.13333333333333333
2008-02-12	0.2
2008-02-13	0.5666666666666667
2008-02-14	0.6333333333333333
2008-02-15	0.16666666666666666
2008-02-16	0.13333333333333333
2008-02-17	0.0
2008-02-18	0.5
2008-02-19	0.5333333333333333
2008-02-20	0.5
2008-02-21	0.26666666666666666
2008-02-22	0.13333333333333333
2008-02-23	0.13333333333333333
2008-02-24	0.0
2008-02-25	0.7
2008-02-26	0.8666666666666667
2008-02-27	0.8666666666666667
2008-02-28	0.1
2008-02-29	0.1
2008-03-01	0.0
2008-03-02	0.0
2008-03-03	0.03333333333333333
2008-03-04	0.26666666666666666
2008-03-05	0.3
2008-03-06	0.3
2008-03-07	0.16666666666666666
2008-03-08	0.0
2008-03-09	0.0
2008-03-10	0.0
2008-03-11	0.0
2008-03-12	0.0
2008-03-13	0.26666666666666666
2008-03-14	0.0
2008-03-15	0.06666666666666667
2008-03-16	0.0
2008-03-17	0.0
2008-03-18	0.1
2008-03-19	0.3333333333333333
2008-03-20	0.06666666666666667
2008-03-21	0.2
2008-03-22	0.0
2008-03-23	0.0
2008-03-24	0.0
2008-03-25	0.0
2008-03-26	0.36666666666666664
2008-03-27	0.03333333333333333
2008-03-28	0.03333333333333333
2008-03-29	0.06666666666666667
2008-03-30	0.0
2008-03-31	0.16666666666666666
2008-04-01	0.13333333333333333
2008-04-02	0.13333333333333333
2008-04-03	0.16666666666666666
2008-04-04	0.4
2008-04-05	0.0
2008-04-06	0.0
2008-04-07	0.1
2008-04-08	0.13333333333333333
2008-04-09	0.0
2008-04-10	0.0
2008-04-11	0.0
2008-04-12	0.0
2008-04-13	0.0
2008-04-14	0.0
2008-04-15	0.2
2008-04-16	0.03333333333333333
2008-04-17	0.13333333333333333
2008-04-18	0.1
2008-04-19	0.0
2008-04-20	0.0
2008-04-21	0.13333333333333333
2008-04-22	0.0
2008-04-23	0.0
2008-04-24	0.0
2008-04-25	0.0
2008-04-26	0.0
2008-04-27	0.0
2008-04-28	0.0
2008-04-29	0.0
2008-04-30	0.0
2008-05-01	0.1
2008-05-02	0.0
2008-05-03	0.0
2008-05-04	0.0
2008-05-05	0.06666666666666667
2008-05-06	0.0
2008-05-07	0.13333333333333333
2008-05-08	0.03333333333333333
2008-05-09	0.16666666666666666
2008-05-10	0.0
2008-05-11	0.0
2008-05-12	0.03333333333333333
2008-05-13	0.0
2008-05-14	0.3
2008-05-15	0.0
2008-05-16	0.03333333333333333
2008-05-17	0.0
2008-05-18	0.0
2008-05-19	0.0
2008-05-20	0.0
2008-05-21	0.0
2008-05-22	0.0
2008-05-23	0.13333333333333333
2008-05-24	0.0
2008-05-25	0.03333333333333333
2008-05-26	0.03333333333333333
2008-05-27	0.2
2008-05-28	0.16666666666666666
2008-05-29	0.03333333333333333
2008-05-30	0.03333333333333333
2008-05-31	0.0
2008-06-01	0.0
2008-06-02	0.13333333333333333
2008-06-03	0.13333333333333333
2008-06-04	0.23333333333333334
2008-06-05	0.0
2008-06-06	0.16666666666666666
2008-06-07	0.0
2008-06-08	0.0
2008-06-09	0.0
2008-06-10	0.0
2008-06-11	0.1
2008-06-12	0.0
2008-06-13	0.0
2008-06-14	0.1
2008-06-15	0.0
2008-06-16	0.1
2008-06-17	0.13333333333333333
2008-06-18	0.0
2008-06-19	0.03333333333333333
2008-06-20	0.2
2008-06-21	0.16666666666666666
2008-06-22	0.0
2008-06-23	0.16666666666666666
2008-06-24	0.06666666666666667
2008-06-25	0.13333333333333333
2008-06-26	0.23333333333333334
2008-06-27	0.0
2008-06-28	0.0
2008-06-29	0.13333333333333333
2008-06-30	0.2
2008-07-01	0.1
2008-07-02	0.13333333333333333
2008-07-03	0.0
2008-07-04	0.0
2008-07-05	0.0
2008-07-06	0.0
2008-07-07	0.06666666666666667
2008-07-08	0.06666666666666667
2008-07-09	0.26666666666666666
2008-07-10	0.03333333333333333
2008-07-11	0.13333333333333333
2008-07-12	0.0
2008-07-13	0.0
2008-07-14	0.03333333333333333
2008-07-15	0.13333333333333333
2008-07-16	0.16666666666666666
2008-07-17	0.0
2008-07-18	0.06666666666666667
2008-07-19	0.03333333333333333
2008-07-20	0.0
2008-07-21	0.1
2008-07-22	0.06666666666666667
2008-07-23	0.03333333333333333
2008-07-24	0.06666666666666667
2008-07-25	0.03333333333333333
2008-07-26	0.0
2008-07-27	0.0
2008-07-28	0.0
2008-07-29	0.0
2008-07-30	0.16666666666666666
2008-07-31	0.23333333333333334
2008-08-01	0.26666666666666666
2008-08-02	0.0
2008-08-03	0.03333333333333333
2008-08-04	0.13333333333333333
2008-08-05	0.06666666666666667
2008-08-06	0.2
2008-08-07	0.23333333333333334
2008-08-08	0.5333333333333333
2008-08-09	0.0
2008-08-10	0.03333333333333333
2008-08-11	0.4
2008-08-12	0.03333333333333333
2008-08-13	0.06666666666666667
2008-08-14	0.5
2008-08-15	0.13333333333333333
2008-08-16	0.03333333333333333
2008-08-17	0.0
2008-08-18	0.13333333333333333
2008-08-19	0.0
2008-08-20	0.13333333333333333
2008-08-21	0.23333333333333334
2008-08-22	0.13333333333333333
2008-08-23	0.16666666666666666
2008-08-24	0.0
2008-08-25	0.6
2008-08-26	0.26666666666666666
2008-08-27	0.23333333333333334
2008-08-28	0.13333333333333333
2008-08-29	0.16666666666666666
2008-08-30	0.1
2008-08-31	0.06666666666666667
2008-09-01	0.03333333333333333
2008-09-02	0.0
2008-09-03	0.13333333333333333
2008-09-04	0.23333333333333334
2008-09-05	0.26666666666666666
2008-09-06	0.03333333333333333
2008-09-07	0.0
2008-09-08	0.13333333333333333
2008-09-09	0.1
2008-09-10	0.2
2008-09-11	0.4
2008-09-12	0.5
2008-09-13	0.0
2008-09-14	0.0
2008-09-15	0.0
2008-09-16	0.0
2008-09-17	0.03333333333333333
2008-09-18	0.0
2008-09-19	0.03333333333333333
2008-09-20	0.0
2008-09-21	0.0
2008-09-22	0.3
2008-09-23	0.0
2008-09-24	0.03333333333333333
2008-09-25	0.2
2008-09-26	0.03333333333333333
2008-09-27	0.0
2008-09-28	0.0
2008-09-29	0.16666666666666666
2008-09-30	0.0
2008-10-01	0.16666666666666666
2008-10-02	0.0
2008-10-03	0.06666666666666667
2008-10-04	0.0
2008-10-05	0.0
2008-10-06	0.2
2008-10-07	0.1
2008-10-08	0.36666666666666664
2008-10-09	0.6333333333333333
2008-10-10	0.2
2008-10-11	0.0
2008-10-12	0.0
2008-10-13	0.0
2008-10-14	0.7666666666666667
2008-10-15	0.5
2008-10-16	0.0
2008-10-17	0.0
2008-10-18	0.03333333333333333
2008-10-19	0.0
2008-10-20	0.03333333333333333
2008-10-21	0.13333333333333333
2008-10-22	0.0
2008-10-23	0.23333333333333334
2008-10-24	0.26666666666666666
2008-10-25	0.6333333333333333
2008-10-26	0.13333333333333333
2008-10-27	0.5
2008-10-28	0.4666666666666667
2008-10-29	0.1
2008-10-30	0.2
2008-10-31	0.3333333333333333
2008-11-01	0.0
2008-11-02	0.0
2008-11-03	0.3
2008-11-04	0.26666666666666666
2008-11-05	0.2
2008-11-06	0.0
2008-11-07	0.1
2008-11-08	0.0
2008-11-09	0.0
2008-11-10	0.23333333333333334
2008-11-11	0.5333333333333333
2008-11-12	0.16666666666666666
2008-11-13	0.26666666666666666
2008-11-14	0.1
2008-11-15	0.0
2008-11-16	0.03333333333333333
2008-11-17	0.06666666666666667
2008-11-18	0.4
2008-11-19	0.3333333333333333
2008-11-20	0.1
2008-11-21	0.26666666666666666
2008-11-22	0.1
2008-11-23	0.0
2008-11-24	0.1
2008-11-25	0.03333333333333333
2008-11-26	0.0
2008-11-27	0.0
2008-11-28	0.0
2008-11-29	0.03333333333333333
2008-11-30	0.03333333333333333
2008-12-01	0.5333333333333333
2008-12-02	0.16666666666666666
2008-12-03	0.8
2008-12-04	0.36666666666666664
2008-12-05	0.0
2008-12-06	0.0
2008-12-07	0.0
2008-12-08	0.1
2008-12-09	0.0
2008-12-10	0.13333333333333333
2008-12-11	0.03333333333333333
2008-12-12	0.03333333333333333
2008-12-13	0.0
2008-12-14	0.0
2008-12-15	0.06666666666666667
2008-12-16	0.36666666666666664
2008-12-17	0.13333333333333333
2008-12-18	0.16666666666666666
2008-12-19	0.0
2008-12-20	0.26666666666666666
2008-12-21	0.03333333333333333
2008-12-22	0.13333333333333333
2008-12-23	0.0
2008-12-24	0.0
2008-12-25	0.03333333333333333
2008-12-26	0.26666666666666666
2008-12-27	0.13333333333333333
2008-12-28	0.06666666666666667
2008-12-29	0.06666666666666667
2008-12-30	0.0
2008-12-31	0.0
2009-01-01	0.0
2009-01-02	0.13333333333333333
2009-01-03	0.0
2009-01-04	0.0
2009-01-05	0.23333333333333334
2009-01-06	0.16666666666666666
2009-01-07	0.2
2009-01-08	0.2
2009-01-09	0.13333333333333333
2009-01-10	0.0
2009-01-11	0.0
2009-01-12	0.43333333333333335
2009-01-13	0.1
2009-01-14	0.26666666666666666
2009-01-15	0.03333333333333333
2009-01-16	0.16666666666666666
2009-01-17	0.03333333333333333
2009-01-18	0.0
2009-01-19	0.0
2009-01-20	0.1
2009-01-21	0.06666666666666667
2009-01-22	0.3
2009-01-23	0.13333333333333333
2009-01-24	0.13333333333333333
2009-01-25	0.0
2009-01-26	0.0
2009-01-27	0.03333333333333333
2009-01-28	0.0
2009-01-29	0.23333333333333334
2009-01-30	0.43333333333333335
2009-01-31	0.0
2009-02-01	0.13333333333333333
2009-02-02	0.36666666666666664
2009-02-03	0.4666666666666667
2009-02-04	0.4
2009-02-05	1.0
2009-02-06	0.046511627906976744
2009-02-07	0.0
2009-02-08	0.0
2009-02-09	0.0
2009-02-10	0.11627906976744186
2009-02-11	0.16279069767441862
2009-02-12	0.023255813953488372
2009-02-13	0.09302325581395349
